date	mean number of mutations	var number of mutations	size
2020-12-17	34.666666666666664	5.066666666666665	6
2020-12-24	33.976190476190474	3.7311265969802596	42
2020-12-31	34.19230769230769	2.546953046953047	78
2021-01-07	35.15238095238095	5.4188644688644745	105
2021-01-14	36.39887640449438	4.094236018536149	178
2021-01-21	37.67487684729064	4.557137979807834	203
2021-01-28	38.28421052631579	4.2745737583395	285
2021-02-04	38.86852589641434	4.146645418326694	251
2021-02-11	39.538699690402474	4.584677807049599	323
2021-02-18	40.1993769470405	5.741374610591899	321
2021-02-25	40.53168044077135	5.183385842351184	363
2021-03-04	40.43465045592705	7.520868856104973	329
2021-03-11	41.03508771929825	6.573545300200646	342
2021-03-18	41.24050632911393	7.756730707447153	395
2021-03-25	41.31578947368421	6.91238966982674	323
2021-04-01	41.463611859838274	6.357456108399504	371
2021-04-08	41.80653266331658	8.771040340240246	398
2021-04-15	42.03133903133903	8.596157916157916	351
2021-04-22	42.390243902439025	7.597295864262986	369
2021-04-29	42.429752066115704	7.4004383361490325	363
2021-05-06	42.70674486803519	7.531395549422115	341
2021-05-13	42.96060606060606	9.405738233397797	330
2021-05-20	43.21902017291066	11.183105395545644	347
2021-05-27	43.90149253731343	11.154937885423184	335
2021-06-03	43.76347305389221	11.958902015788244	334
2021-06-10	44.061624649859944	11.277090611525502	357
2021-06-17	44.22287390029326	11.103122304640328	341
2021-06-24	44.62145110410095	9.539791558519338	317
2021-07-01	44.512121212121215	11.460338951828312	330
2021-07-08	44.526490066225165	8.841488636113615	302
2021-07-15	44.91830065359477	9.275270545376623	306
2021-07-22	44.656462585034014	9.31161338255439	294
2021-07-29	45.55797101449275	9.13895059769385	138
